unique_id,unit_nr,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21
3634,23,0.0016,0.0005,100.0,518.67,642.79,1583.23,1407.15,14.62,21.61,553.58,2388.14,9056.63,1.3,47.53,521.53,2388.07,8128.82,8.4451,0.03,393,2388,100.0,38.8,23.2619
3635,90,-0.0007,0.0002,100.0,518.67,642.46,1592.9,1409.57,14.62,21.61,553.58,2388.12,9042.39,1.3,47.4,520.99,2388.14,8128.83,8.4669,0.03,394,2388,100.0,38.78,23.2855
3636,61,0.0015,-0.0005,100.0,518.67,643.34,1594.38,1420.64,14.62,21.61,552.61,2388.24,9050.07,1.3,47.62,520.71,2388.2,8128.83,8.4989,0.03,397,2388,100.0,38.72,23.0212
3637,32,0.0008,-0.0003,100.0,518.67,642.71,1589.85,1408.33,14.62,21.61,553.04,2388.12,9046.95,1.3,47.76,521.63,2388.14,8128.83,8.4205,0.03,395,2388,100.0,38.74,23.2151
3638,25,-0.0044,-0.0002,100.0,518.67,642.54,1590.19,1402.06,14.62,21.61,553.37,2388.15,9036.28,1.3,47.5,521.37,2388.14,8128.83,8.4223,0.03,393,2388,100.0,38.74,23.2652
3639,76,0.0048,-0.0002,100.0,518.67,642.78,1590.59,1405.01,14.62,21.61,553.35,2388.06,9053.31,1.3,47.66,520.77,2388.15,8128.83,8.4473,0.03,394,2388,100.0,38.8,23.331999999999997
3640,85,0.0009,0.0003,100.0,518.67,642.45,1587.99,1406.19,14.62,21.61,553.77,2388.07,9049.52,1.3,47.22,521.37,2388.11,8128.84,8.4396,0.03,393,2388,100.0,39.08,23.3066
3641,39,0.0032,0.0003,100.0,518.67,642.13,1582.68,1413.57,14.62,21.61,553.24,2388.11,9041.18,1.3,47.6,521.34,2388.12,8128.84,8.4461,0.03,393,2388,100.0,39.05,23.2936
3642,61,-0.0015,-0.0004,100.0,518.67,642.88,1603.46,1414.8,14.62,21.61,552.5,2388.12,9054.77,1.3,47.72,520.74,2388.18,8128.85,8.472999999999999,0.03,395,2388,100.0,38.55,23.2401
3643,49,0.0008,-0.0001,100.0,518.67,642.73,1590.17,1411.61,14.62,21.61,553.02,2388.16,9049.85,1.3,47.53,521.13,2388.14,8128.85,8.43,0.03,392,2388,100.0,38.88,23.24
3644,89,-0.0012,-0.0001,100.0,518.67,642.45,1581.35,1402.34,14.62,21.61,553.92,2388.05,9053.7,1.3,47.36,522.38,2388.04,8128.85,8.3941,0.03,391,2388,100.0,39.03,23.3913
3645,83,0.0009,-0.0005,100.0,518.67,643.29,1593.21,1425.03,14.62,21.61,552.26,2388.24,9043.91,1.3,47.8,520.4,2388.19,8128.85,8.5025,0.03,395,2388,100.0,38.72,23.1965
3646,99,-0.0018,0.0003,100.0,518.67,642.79,1591.76,1399.98,14.62,21.61,553.68,2388.05,9057.9,1.3,47.17,521.99,2388.05,8128.86,8.3893,0.03,393,2388,100.0,38.98,23.4365
3647,39,0.0009,0.0005,100.0,518.67,643.11,1594.15,1413.13,14.62,21.61,552.94,2388.15,9050.67,1.3,47.44,521.23,2388.11,8128.86,8.4358,0.03,395,2388,100.0,38.85,23.3339
3648,22,0.0006,0.0004,100.0,518.67,643.67,1603.14,1423.97,14.62,21.61,551.6,2388.24,9057.19,1.3,48.15,519.82,2388.25,8128.86,8.498,0.03,396,2388,100.0,38.53,23.0084
3649,57,0.001,-0.0005,100.0,518.67,642.35,1585.93,1404.35,14.62,21.61,553.63,2388.04,9052.89,1.3,47.31,521.76,2388.14,8128.86,8.3926,0.03,391,2388,100.0,39.02,23.4033
3650,52,0.0011,0.0003,100.0,518.67,642.16,1590.39,1402.64,14.62,21.61,553.97,2388.14,9052.22,1.3,47.48,521.34,2388.13,8128.86,8.4324,0.03,393,2388,100.0,38.95,23.2723
3651,23,0.0022,0.0002,100.0,518.67,642.36,1589.54,1409.59,14.62,21.61,553.77,2388.15,9047.79,1.3,47.58,521.17,2388.16,8128.87,8.4745,0.03,394,2388,100.0,38.78,23.2059
3652,1,-0.0018,-0.0004,100.0,518.67,642.73,1584.82,1402.04,14.62,21.61,553.88,2388.1,9045.31,1.3,47.43,521.66,2388.05,8128.87,8.4247,0.03,392,2388,100.0,38.77,23.373
3653,72,0.0005,-0.0005,100.0,518.67,642.59,1583.21,1402.83,14.62,21.61,552.9,2388.08,9048.83,1.3,47.52,521.03,2388.14,8128.88,8.4268,0.03,393,2388,100.0,38.95,23.2397
3654,57,-0.0022,0.0004,100.0,518.67,642.48,1589.61,1408.72,14.62,21.61,553.52,2388.09,9046.44,1.3,47.47,521.8,2388.07,8128.88,8.4349,0.03,392,2388,100.0,38.67,23.3019
3655,72,-0.0023,-0.0004,100.0,518.67,642.5,1589.34,1404.59,14.62,21.61,553.55,2388.08,9042.74,1.3,47.45,521.83,2388.08,8128.88,8.3987,0.03,393,2388,100.0,38.88,23.3656
3656,31,0.0049,0.0004,100.0,518.67,643.98,1595.32,1429.25,14.62,21.61,552.19,2388.21,9047.58,1.3,47.93,519.77,2388.23,8128.88,8.4865,0.03,394,2388,100.0,38.7,23.1928
3657,94,-0.0007,-0.0,100.0,518.67,642.29,1593.89,1408.83,14.62,21.61,553.75,2388.14,9043.27,1.3,47.47,521.56,2388.12,8128.88,8.4374,0.03,392,2388,100.0,38.92,23.3088
3658,62,0.001,-0.0003,100.0,518.67,642.5,1590.07,1412.89,14.62,21.61,553.29,2388.17,9057.09,1.3,47.76,520.59,2388.16,8128.88,8.4704,0.03,394,2388,100.0,38.64,23.3771
3659,84,-0.0024,0.0002,100.0,518.67,642.53,1587.42,1411.84,14.62,21.61,552.78,2388.15,9049.38,1.3,47.59,521.4,2388.12,8128.88,8.468,0.03,394,2388,100.0,38.76,23.2723
3660,75,0.0026,-0.0002,100.0,518.67,642.53,1590.9,1402.35,14.62,21.61,553.59,2388.15,9043.63,1.3,47.49,521.57,2388.12,8128.88,8.4353,0.03,393,2388,100.0,38.86,23.2487
3661,77,0.0002,-0.0002,100.0,518.67,643.15,1583.88,1411.6,14.62,21.61,553.37,2388.1,9045.88,1.3,47.45,521.05,2388.16,8128.89,8.3685,0.03,395,2388,100.0,39.04,23.1706
3662,12,0.0013,-0.0002,100.0,518.67,642.84,1592.11,1412.7,14.62,21.61,553.39,2388.17,9051.24,1.3,47.7,521.69,2388.14,8128.89,8.4621,0.03,392,2388,100.0,38.59,23.1781
3663,38,-0.0005,0.0002,100.0,518.67,643.14,1594.67,1413.3,14.62,21.61,553.24,2388.13,9055.47,1.3,47.47,521.43,2388.09,8128.89,8.4358,0.03,394,2388,100.0,38.9,23.4242
3664,72,0.0033,0.0003,100.0,518.67,642.19,1587.69,1396.31,14.62,21.61,554.48,2388.04,9051.96,1.3,47.51,522.44,2388.07,8128.89,8.4423,0.03,394,2388,100.0,39.02,23.4478
3665,85,0.0001,0.0004,100.0,518.67,643.07,1588.18,1410.84,14.62,21.61,552.74,2388.12,9049.52,1.3,47.58,521.77,2388.08,8128.9,8.4736,0.03,394,2388,100.0,38.82,23.2192
3666,98,0.0002,-0.0005,100.0,518.67,643.35,1606.24,1427.64,14.62,21.61,551.48,2388.22,9060.29,1.3,48.0,519.87,2388.23,8128.91,8.5171,0.03,395,2388,100.0,38.55,23.1058
3667,49,0.0028,0.0001,100.0,518.67,643.79,1592.77,1428.35,14.62,21.61,552.3,2388.27,9059.27,1.3,47.82,520.13,2388.23,8128.91,8.4903,0.03,395,2388,100.0,38.63,23.1865
3668,21,0.0001,0.0004,100.0,518.67,642.81,1583.6,1403.19,14.62,21.61,553.54,2388.11,9047.9,1.3,47.36,521.55,2388.14,8128.91,8.4581,0.03,394,2388,100.0,38.75,23.3821
3669,76,0.0007,0.0003,100.0,518.67,642.87,1583.32,1404.44,14.62,21.61,553.7,2388.08,9059.04,1.3,47.53,521.43,2388.13,8128.92,8.4178,0.03,391,2388,100.0,38.96,23.3043
3670,32,0.0009,-0.0003,100.0,518.67,642.61,1591.13,1410.4,14.62,21.61,552.83,2388.18,9054.43,1.3,47.59,521.35,2388.16,8128.92,8.4474,0.03,394,2388,100.0,38.77,23.3147
3671,1,0.0032,-0.0001,100.0,518.67,643.19,1596.06,1405.76,14.62,21.61,553.16,2388.17,9044.04,1.3,47.56,521.64,2388.16,8128.92,8.4227,0.03,393,2388,100.0,38.53,23.3186
3672,19,0.0029,0.0001,100.0,518.67,643.09,1585.28,1410.25,14.62,21.61,552.86,2388.22,9048.83,1.3,47.57,521.01,2388.15,8128.93,8.4145,0.03,394,2388,100.0,38.72,23.3368
3673,62,0.0008,-0.0003,100.0,518.67,643.1,1597.38,1414.79,14.62,21.61,553.15,2388.18,9050.88,1.3,47.62,521.34,2388.15,8128.93,8.4636,0.03,393,2388,100.0,38.65,23.2016
3674,31,0.003,0.0005,100.0,518.67,643.28,1594.03,1421.66,14.62,21.61,552.04,2388.17,9043.2,1.3,48.07,520.66,2388.15,8128.93,8.49,0.03,396,2388,100.0,38.54,23.178
3675,8,0.0,0.0004,100.0,518.67,642.38,1593.42,1411.87,14.62,21.61,552.76,2388.11,9043.9,1.3,47.69,520.88,2388.16,8128.93,8.4405,0.03,394,2388,100.0,38.9,23.3115
3676,58,0.0012,0.0003,100.0,518.67,642.51,1596.97,1407.82,14.62,21.61,552.49,2388.19,9059.96,1.3,47.77,520.96,2388.2,8128.94,8.4617,0.03,394,2388,100.0,38.59,23.2466
3677,52,0.0043,0.0002,100.0,518.67,642.68,1585.75,1408.5,14.62,21.61,553.68,2388.07,9049.2,1.3,47.51,521.47,2388.09,8128.94,8.4103,0.03,393,2388,100.0,38.94,23.4136
3678,12,-0.0005,-0.0,100.0,518.67,642.35,1587.14,1403.33,14.62,21.61,553.6,2388.1,9033.93,1.3,47.44,521.48,2388.11,8128.94,8.4089,0.03,393,2388,100.0,38.79,23.2922
3679,22,0.0056,-0.0004,100.0,518.67,643.25,1594.56,1418.85,14.62,21.61,552.04,2388.14,9046.02,1.3,47.76,520.24,2388.19,8128.95,8.4851,0.03,395,2388,100.0,38.7,23.2841
3680,55,0.0013,0.0002,100.0,518.67,642.7,1587.7,1412.03,14.62,21.61,553.62,2388.12,9050.47,1.3,47.35,521.98,2388.12,8128.95,8.4289,0.03,394,2388,100.0,39.04,23.2675
3681,49,0.0019,0.0002,100.0,518.67,642.31,1595.57,1401.2,14.62,21.61,553.33,2388.12,9041.44,1.3,47.52,521.72,2388.12,8128.95,8.419,0.03,394,2388,100.0,38.87,23.3481
3682,94,0.0014,0.0003,100.0,518.67,642.64,1585.88,1411.35,14.62,21.61,552.42,2388.07,9041.86,1.3,47.65,520.97,2388.12,8128.96,8.4429,0.03,392,2388,100.0,38.82,23.1934
3683,19,-0.0017,-0.0004,100.0,518.67,643.41,1595.04,1418.48,14.62,21.61,551.9,2388.24,9043.58,1.3,47.86,520.32,2388.24,8128.96,8.4336,0.03,396,2388,100.0,38.69,23.1258
3684,99,0.0009,-0.0001,100.0,518.67,643.35,1616.91,1428.75,14.62,21.61,551.23,2388.24,9059.16,1.3,48.26,519.32,2388.22,8128.96,8.4729,0.03,396,2388,100.0,38.49,22.9396
3685,23,0.0031,0.0002,100.0,518.67,642.04,1586.81,1402.46,14.62,21.61,553.47,2388.08,9047.97,1.3,47.49,521.71,2388.09,8128.96,8.4178,0.03,392,2388,100.0,38.71,23.2137
3686,89,-0.0026,-0.0,100.0,518.67,642.53,1581.34,1401.28,14.62,21.61,554.39,2388.08,9047.41,1.3,47.47,521.45,2388.01,8128.97,8.4216,0.03,391,2388,100.0,38.88,23.4394
3687,49,-0.0012,-0.0004,100.0,518.67,642.99,1598.2,1418.34,14.62,21.61,552.74,2388.19,9049.8,1.3,47.83,521.08,2388.23,8128.97,8.4564,0.03,394,2388,100.0,38.87,23.243000000000002
3688,85,-0.0002,-0.0002,100.0,518.67,642.69,1588.56,1414.89,14.62,21.61,552.39,2388.18,9052.15,1.3,47.62,522.13,2388.1,8128.97,8.4713,0.03,394,2388,100.0,38.89,23.25
3689,12,-0.0003,0.0005,100.0,518.67,643.34,1597.62,1426.32,14.62,21.61,552.37,2388.2,9050.58,1.3,47.87,520.3,2388.28,8128.98,8.516,0.03,395,2388,100.0,38.57,23.1088
3690,76,-0.001,-0.0001,100.0,518.67,642.98,1601.75,1407.12,14.62,21.61,552.35,2388.21,9058.21,1.3,47.63,520.31,2388.16,8128.98,8.4895,0.03,392,2388,100.0,38.82,23.1542
3691,71,0.0006,-0.0004,100.0,518.67,642.54,1594.72,1403.11,14.62,21.61,553.33,2388.13,9042.61,1.3,47.58,521.37,2388.09,8128.98,8.4402,0.03,394,2388,100.0,38.81,23.3354
3692,32,-0.0023,-0.0001,100.0,518.67,643.21,1589.99,1408.85,14.62,21.61,552.75,2388.12,9049.0,1.3,47.4,521.52,2388.07,8128.99,8.4411,0.03,395,2388,100.0,38.94,23.3041
3693,52,-0.0031,-0.0004,100.0,518.67,642.72,1590.33,1415.17,14.62,21.61,553.2,2388.1,9061.18,1.3,47.55,521.14,2388.09,8129.0,8.4693,0.03,394,2388,100.0,38.74,23.2932
3694,39,0.0002,0.0001,100.0,518.67,642.03,1591.94,1403.83,14.62,21.61,553.21,2388.11,9051.44,1.3,47.47,521.41,2388.09,8129.0,8.4525,0.03,392,2388,100.0,38.89,23.264
3695,71,-0.004,0.0003,100.0,518.67,642.66,1590.3,1406.75,14.62,21.61,553.45,2388.15,9058.66,1.3,47.46,521.05,2388.08,8129.0,8.4638,0.03,392,2388,100.0,38.78,23.3037
3696,25,-0.0021,0.0003,100.0,518.67,642.2,1594.87,1412.42,14.62,21.61,553.26,2388.06,9058.45,1.3,47.51,521.86,2388.14,8129.0,8.4227,0.03,393,2388,100.0,38.86,23.2675
3697,37,-0.0028,-0.0001,100.0,518.67,642.24,1595.6,1404.91,14.62,21.61,552.65,2388.13,9048.35,1.3,47.59,521.39,2388.18,8129.0,8.4652,0.03,394,2388,100.0,38.73,23.3556
3698,38,0.0026,-0.0002,100.0,518.67,643.31,1589.78,1409.91,14.62,21.61,553.62,2388.09,9050.71,1.3,47.43,521.38,2388.12,8129.01,8.408,0.03,394,2388,100.0,38.94,23.2134
3699,52,-0.0009,0.0004,100.0,518.67,642.68,1584.03,1403.42,14.62,21.61,553.72,2388.09,9048.74,1.3,47.47,521.43,2388.17,8129.01,8.4462,0.03,393,2388,100.0,38.81,23.3559
3700,39,-0.0016,0.0004,100.0,518.67,642.63,1592.9,1408.57,14.62,21.61,553.5,2388.1,9043.23,1.3,47.65,521.19,2388.14,8129.02,8.4651,0.03,392,2388,100.0,38.83,23.2467
3701,56,0.0014,-0.0003,100.0,518.67,642.55,1593.62,1412.19,14.62,21.61,552.96,2388.07,9051.69,1.3,47.44,521.64,2388.09,8129.02,8.4137,0.03,394,2388,100.0,38.93,23.3222
3702,43,-0.0004,-0.0004,100.0,518.67,642.51,1594.18,1413.16,14.62,21.61,553.33,2388.15,9047.54,1.3,47.82,521.22,2388.12,8129.03,8.4583,0.03,393,2388,100.0,38.8,23.2131
3703,96,-0.003,-0.0002,100.0,518.67,641.9,1586.05,1408.75,14.62,21.61,553.91,2388.06,9057.1,1.3,47.53,522.14,2388.1,8129.03,8.41,0.03,393,2388,100.0,38.78,23.3077
3704,22,-0.0008,-0.0002,100.0,518.67,642.34,1586.98,1408.9,14.62,21.61,552.71,2388.17,9050.32,1.3,47.52,521.16,2388.17,8129.03,8.4179,0.03,393,2388,100.0,38.61,23.2829
3705,94,-0.0033,0.0,100.0,518.67,642.3,1596.17,1412.3,14.62,21.61,553.21,2388.21,9045.45,1.3,47.58,521.19,2388.15,8129.03,8.446,0.03,394,2388,100.0,38.7,23.2154
3706,22,0.0042,-0.0002,100.0,518.67,642.2,1585.35,1410.03,14.62,21.61,552.64,2388.12,9045.63,1.3,47.64,521.05,2388.17,8129.04,8.4546,0.03,395,2388,100.0,38.83,23.158
3707,71,0.0002,0.0002,100.0,518.67,642.18,1585.28,1404.08,14.62,21.61,553.78,2388.11,9045.84,1.3,47.41,521.93,2388.08,8129.04,8.4377,0.03,392,2388,100.0,38.8,23.4691
3708,52,-0.0001,-0.0005,100.0,518.67,642.47,1590.49,1411.08,14.62,21.61,553.13,2388.08,9046.28,1.3,47.47,522.02,2388.08,8129.04,8.4256,0.03,393,2388,100.0,38.75,23.1729
3709,94,-0.0016,-0.0005,100.0,518.67,642.93,1590.58,1406.67,14.62,21.61,552.92,2388.13,9055.01,1.3,47.56,520.98,2388.09,8129.05,8.4361,0.03,393,2388,100.0,38.84,23.319000000000003
3710,26,-0.0003,0.0,100.0,518.67,642.56,1587.32,1415.45,14.62,21.61,554.32,2388.1,9047.48,1.3,47.54,521.54,2388.16,8129.05,8.4523,0.03,392,2388,100.0,38.75,23.3312
3711,49,0.0035,0.0004,100.0,518.67,642.79,1594.77,1415.85,14.62,21.61,552.36,2388.16,9049.43,1.3,47.57,521.02,2388.14,8129.05,8.4839,0.03,394,2388,100.0,38.91,23.2816
3712,22,-0.0002,-0.0002,100.0,518.67,643.34,1594.0,1411.47,14.62,21.61,552.8,2388.16,9048.41,1.3,47.67,521.51,2388.21,8129.05,8.4286,0.03,392,2388,100.0,38.69,23.2503
3713,91,0.0022,0.0002,100.0,518.67,642.93,1596.31,1416.2,14.62,21.61,553.15,2388.11,9050.9,1.3,47.95,520.6,2388.18,8129.06,8.4416,0.03,394,2388,100.0,38.66,23.2865
3714,96,-0.001,-0.0001,100.0,518.67,641.98,1590.27,1398.67,14.62,21.61,554.16,2388.05,9056.18,1.3,47.21,522.77,2388.03,8129.06,8.3961,0.03,393,2388,100.0,39.03,23.3657
3715,89,-0.0016,-0.0003,100.0,518.67,641.9,1583.66,1402.83,14.62,21.61,553.66,2388.08,9046.85,1.3,47.19,521.89,2388.03,8129.06,8.4067,0.03,391,2388,100.0,39.11,23.3826
3716,55,-0.0007,-0.0,100.0,518.67,642.49,1592.26,1409.02,14.62,21.61,553.5,2388.09,9051.9,1.3,47.57,521.67,2388.1,8129.06,8.435,0.03,392,2388,100.0,38.98,23.3491
3717,32,0.0034,0.0003,100.0,518.67,642.89,1594.13,1407.34,14.62,21.61,553.31,2388.18,9049.28,1.3,47.73,520.81,2388.13,8129.06,8.4104,0.03,393,2388,100.0,38.79,23.2882
3718,15,0.0005,-0.0,100.0,518.67,642.68,1592.29,1411.65,14.62,21.61,552.32,2388.18,9056.11,1.3,47.65,520.69,2388.19,8129.07,8.4307,0.03,396,2388,100.0,38.85,23.2184
3719,31,0.0026,0.0002,100.0,518.67,642.78,1588.92,1405.88,14.62,21.61,553.72,2388.09,9060.96,1.3,47.45,521.18,2388.08,8129.07,8.419,0.03,392,2388,100.0,39.0,23.3315
3720,49,0.0004,0.0001,100.0,518.67,642.7,1596.33,1422.19,14.62,21.61,552.91,2388.21,9053.78,1.3,47.77,520.9,2388.17,8129.07,8.4831,0.03,395,2388,100.0,38.72,23.2716
3721,49,-0.0016,0.0005,100.0,518.67,642.89,1590.77,1409.45,14.62,21.61,552.69,2388.14,9050.5,1.3,47.61,521.07,2388.17,8129.08,8.4506,0.03,393,2388,100.0,38.58,23.1275
3722,37,0.0012,-0.0004,100.0,518.67,642.75,1590.43,1414.15,14.62,21.61,554.12,2388.1,9037.8,1.3,47.49,521.8,2388.07,8129.08,8.4259,0.03,390,2388,100.0,38.78,23.3021
3723,57,0.0,-0.0003,100.0,518.67,642.39,1590.65,1396.75,14.62,21.61,553.93,2388.05,9039.78,1.3,47.32,522.1,2388.11,8129.08,8.4106,0.03,393,2388,100.0,38.95,23.3547
3724,25,0.0015,0.0003,100.0,518.67,642.4,1592.49,1412.61,14.62,21.61,553.64,2388.1,9050.78,1.3,47.49,521.3,2388.13,8129.09,8.4279,0.03,392,2388,100.0,38.97,23.3029
3725,72,0.0006,0.0001,100.0,518.67,642.96,1588.49,1404.55,14.62,21.61,553.81,2388.08,9040.26,1.3,47.36,521.95,2388.07,8129.09,8.3464,0.03,392,2388,100.0,38.92,23.355
3726,72,0.0004,0.0,100.0,518.67,642.36,1589.92,1403.61,14.62,21.61,553.41,2388.07,9051.21,1.3,47.39,522.01,2388.11,8129.09,8.4115,0.03,392,2388,100.0,38.92,23.2839
3727,85,-0.0006,-0.0003,100.0,518.67,643.71,1596.88,1427.47,14.62,21.61,551.3,2388.19,9056.46,1.3,48.04,519.94,2388.24,8129.09,8.5229,0.03,396,2388,100.0,38.43,23.0905
3728,84,0.0011,0.0002,100.0,518.67,643.12,1589.88,1415.96,14.62,21.61,553.05,2388.11,9049.12,1.3,47.64,521.61,2388.15,8129.09,8.3992,0.03,394,2388,100.0,38.8,23.3199
3729,8,0.0043,-0.0,100.0,518.67,642.12,1589.67,1404.92,14.62,21.61,553.1,2388.1,9045.67,1.3,47.53,520.99,2388.13,8129.09,8.4519,0.03,393,2388,100.0,38.8,23.2719
3730,76,0.0021,0.0,100.0,518.67,643.66,1595.93,1430.34,14.62,21.61,551.3,2388.25,9053.14,1.3,47.95,519.86,2388.29,8129.09,8.4932,0.03,395,2388,100.0,38.56,23.2554
3731,76,0.0034,-0.0002,100.0,518.67,642.24,1589.03,1411.7,14.62,21.61,553.24,2388.13,9056.49,1.3,47.71,521.38,2388.11,8129.09,8.4192,0.03,394,2388,100.0,38.79,23.3319
3732,49,-0.0044,-0.0005,100.0,518.67,642.58,1592.7,1409.25,14.62,21.61,553.62,2388.14,9045.06,1.3,47.66,521.44,2388.15,8129.1,8.4445,0.03,394,2388,100.0,38.66,23.3348
3733,84,0.0023,-0.0005,100.0,518.67,643.3,1589.8,1416.38,14.62,21.61,552.83,2388.19,9047.28,1.3,47.55,521.64,2388.16,8129.1,8.4317,0.03,393,2388,100.0,38.98,23.372
3734,72,0.0009,-0.0002,100.0,518.67,642.89,1595.9,1417.28,14.62,21.61,553.36,2388.14,9044.79,1.3,47.62,521.06,2388.12,8129.1,8.422,0.03,394,2388,100.0,38.89,23.2856
3735,20,-0.0017,0.0002,100.0,518.67,642.91,1591.65,1404.61,14.62,21.61,554.19,2388.11,9050.49,1.3,47.57,521.78,2388.16,8129.1,8.4334,0.03,395,2388,100.0,38.76,23.3442
3736,19,-0.0009,-0.0,100.0,518.67,642.73,1596.05,1404.17,14.62,21.61,553.1,2388.17,9052.78,1.3,47.41,521.02,2388.16,8129.11,8.471,0.03,392,2388,100.0,38.71,23.3013
3737,22,-0.0018,0.0003,100.0,518.67,642.73,1592.92,1416.52,14.62,21.61,552.19,2388.19,9046.76,1.3,47.7,520.55,2388.23,8129.11,8.499,0.03,396,2388,100.0,38.81,23.2254
3738,83,0.0003,0.0005,100.0,518.67,643.06,1596.95,1415.92,14.62,21.61,552.21,2388.19,9048.23,1.3,47.9,520.47,2388.15,8129.11,8.4752,0.03,394,2388,100.0,38.51,23.226999999999997
3739,31,-0.0012,0.0005,100.0,518.67,642.19,1589.83,1405.31,14.62,21.61,553.39,2388.03,9053.93,1.3,47.49,522.01,2388.06,8129.12,8.4016,0.03,394,2388,100.0,38.91,23.2717
3740,25,-0.0005,0.0003,100.0,518.67,642.66,1593.21,1402.68,14.62,21.61,552.93,2388.13,9050.58,1.3,47.32,521.87,2388.12,8129.12,8.4429,0.03,393,2388,100.0,39.0,23.2772
3741,72,-0.0025,-0.0003,100.0,518.67,642.36,1585.56,1409.95,14.62,21.61,552.79,2388.09,9045.43,1.3,47.24,521.6,2388.07,8129.12,8.4426,0.03,393,2388,100.0,38.91,23.2472
3742,52,0.0023,-0.0005,100.0,518.67,642.56,1588.22,1406.96,14.62,21.61,553.71,2388.14,9054.8,1.3,47.58,520.71,2388.06,8129.12,8.4324,0.03,393,2388,100.0,38.81,23.3561
3743,38,-0.0002,-0.0004,100.0,518.67,642.13,1593.09,1406.41,14.62,21.61,553.42,2388.06,9044.05,1.3,47.43,521.05,2388.11,8129.12,8.4439,0.03,393,2388,100.0,38.84,23.3772
3744,1,0.0032,-0.0003,100.0,518.67,641.79,1587.56,1400.35,14.62,21.61,554.18,2388.04,9053.99,1.3,47.4,521.89,2388.03,8129.13,8.4321,0.03,391,2388,100.0,38.8,23.3464
3745,89,-0.0034,0.0002,100.0,518.67,642.43,1584.33,1390.89,14.62,21.61,554.39,2388.09,9045.87,1.3,47.28,522.6,2388.11,8129.13,8.3523,0.03,390,2388,100.0,39.04,23.291
3746,1,-0.0022,0.0005,100.0,518.67,642.44,1590.7,1401.24,14.62,21.61,554.65,2388.07,9050.59,1.3,47.41,522.22,2388.1,8129.13,8.4292,0.03,392,2388,100.0,39.0,23.3742
3747,84,-0.0033,0.0001,100.0,518.67,643.33,1594.48,1417.2,14.62,21.61,552.2,2388.17,9067.02,1.3,47.73,520.8,2388.19,8129.13,8.4948,0.03,393,2388,100.0,38.49,23.2147
3748,19,0.0006,-0.0002,100.0,518.67,642.77,1592.83,1420.29,14.62,21.61,551.72,2388.14,9043.34,1.3,47.71,520.66,2388.16,8129.13,8.4657,0.03,394,2388,100.0,38.52,23.2285
3749,52,0.0028,0.0004,100.0,518.67,643.18,1591.26,1413.72,14.62,21.61,553.6,2388.13,9046.41,1.3,47.51,521.55,2388.15,8129.13,8.4446,0.03,394,2388,100.0,38.82,23.2724
3750,12,0.0022,0.0004,100.0,518.67,643.3,1596.61,1420.52,14.62,21.61,552.47,2388.24,9056.93,1.3,47.94,519.94,2388.25,8129.13,8.4975,0.03,395,2388,100.0,38.32,23.0739
3751,49,0.0034,0.0004,100.0,518.67,642.93,1587.16,1420.99,14.62,21.61,552.4,2388.18,9050.73,1.3,47.69,521.08,2388.19,8129.14,8.4583,0.03,394,2388,100.0,38.7,23.2323
3752,89,0.0013,0.0002,100.0,518.67,641.79,1589.69,1393.18,14.62,21.61,554.51,2388.05,9043.33,1.3,47.41,521.79,2388.05,8129.14,8.4035,0.03,392,2388,100.0,39.03,23.3868
3753,89,-0.0012,0.0003,100.0,518.67,641.98,1592.33,1404.65,14.62,21.61,554.26,2388.03,9048.12,1.3,47.17,522.4,2388.07,8129.15,8.3968,0.03,391,2388,100.0,38.92,23.3508
3754,12,0.0004,0.0005,100.0,518.67,642.41,1582.28,1410.61,14.62,21.61,553.87,2388.12,9047.26,1.3,47.51,521.32,2388.1,8129.15,8.449,0.03,393,2388,100.0,39.02,23.3578
3755,43,0.0023,0.0004,100.0,518.67,642.07,1595.52,1413.1,14.62,21.61,552.94,2388.15,9045.46,1.3,47.72,521.36,2388.15,8129.15,8.5107,0.03,394,2388,100.0,38.77,23.3062
3756,49,-0.0008,-0.0004,100.0,518.67,643.45,1590.74,1404.67,14.62,21.61,553.56,2388.12,9045.23,1.3,47.24,521.99,2388.08,8129.16,8.4142,0.03,393,2388,100.0,39.04,23.1894
3757,74,0.0005,-0.0005,100.0,518.67,643.55,1592.46,1418.04,14.62,21.61,551.78,2388.2,9058.12,1.3,47.94,520.45,2388.17,8129.16,8.481,0.03,395,2388,100.0,38.54,23.021
3758,77,0.002,-0.0001,100.0,518.67,642.9,1598.66,1413.97,14.62,21.61,552.21,2388.14,9057.46,1.3,47.63,520.96,2388.15,8129.16,8.4689,0.03,395,2388,100.0,38.72,23.2498
3759,37,0.0012,0.0004,100.0,518.67,641.81,1588.21,1404.35,14.62,21.61,553.36,2388.08,9044.63,1.3,47.39,521.9,2388.13,8129.16,8.4226,0.03,391,2388,100.0,38.87,23.3251
3760,38,-0.0004,0.0001,100.0,518.67,642.22,1589.19,1406.79,14.62,21.61,553.44,2388.13,9048.79,1.3,47.47,521.47,2388.18,8129.17,8.4272,0.03,394,2388,100.0,38.8,23.2825
